Date,Number of Confirmed Cases
2020-07-09,20
2020-07-10,25
2020-07-11,0
2020-07-12,0
2020-07-13,62
2020-07-14,13
2020-07-15,21
2020-07-16,21
2020-07-17,28
2020-07-18,0
2020-07-19,0
2020-07-20,102
2020-07-21,28
2020-07-22,34
2020-07-23,30
2020-07-24,27
2020-07-25,0
2020-07-26,0
2020-07-27,81
2020-07-28,23
2020-07-29,39
2020-07-30,29
2020-07-31,50
2020-08-01,0
2020-08-02,0
2020-08-03,0
2020-08-04,146
2020-08-05,47
2020-08-06,47
2020-08-07,53
2020-08-08,0
2020-08-09,0
2020-08-10,131
2020-08-11,46
2020-08-12,85
2020-08-13,78
2020-08-14,84
2020-08-15,0
2020-08-16,0
2020-08-17,236
2020-08-18,83
2020-08-19,68
2020-08-20,80
2020-08-21,90
2020-08-22,0
2020-08-23,0
2020-08-24,269
2020-08-25,58
2020-08-26,62
2020-08-27,68
2020-08-28,124
2020-08-29,0
2020-08-30,0
2020-08-31,294
2020-09-01,58
2020-09-02,104
2020-09-03,89
2020-09-04,121
2020-09-05,0
2020-09-06,0
2020-09-07,0
2020-09-08,429
2020-09-09,100
2020-09-10,139
2020-09-11,132
2020-09-12,0
2020-09-13,0
2020-09-14,317
2020-09-15,97
2020-09-16,122
2020-09-17,165
2020-09-18,179
2020-09-19,0
2020-09-20,0
2020-09-21,366
2020-09-22,96
2020-09-23,91
2020-09-24,148
2020-09-25,98
2020-09-26,0
2020-09-27,0
2020-09-28,267
2020-09-29,105
2020-09-30,125
2020-10-01,82
2020-10-02,161
2020-10-03,0
2020-10-04,0
2020-10-05,358
2020-10-06,102
2020-10-07,115
2020-10-08,110
2020-10-09,119
2020-10-10,0
2020-10-11,0
2020-10-12,0
2020-10-13,549
2020-10-14,158
2020-10-15,142
2020-10-16,155
2020-10-17,0
2020-10-18,0
2020-10-19,498
2020-10-20,167
2020-10-21,203
2020-10-22,274
2020-10-23,223
2020-10-24,0
2020-10-25,0
2020-10-26,817
2020-10-27,217
2020-10-28,287
2020-10-29,234
2020-10-30,272
2020-10-31,352
2020-11-01,389
2020-11-02,379
2020-11-03,299
2020-11-04,335
2020-11-05,425
2020-11-06,589
2020-11-07,567
2020-11-08,536
2020-11-09,462
2020-11-10,525
2020-11-11,535
2020-11-12,594
2020-11-13,617
2020-11-14,654
2020-11-15,659
2020-11-16,646
2020-11-17,717
2020-11-18,761
2020-11-19,536
2020-11-20,516
2020-11-21,713
2020-11-22,626
2020-11-23,594
2020-11-24,941
2020-11-25,738
2020-11-26,887
2020-11-27,911
2020-11-28,750
2020-11-29,1008
2020-11-30,596
2020-12-01,656
2020-12-02,834
2020-12-03,693
2020-12-04,711
2020-12-05,647
2020-12-06,726
2020-12-07,647
2020-12-08,566
2020-12-09,619
2020-12-10,723
2020-12-11,737
2020-12-12,698
2020-12-13,689
2020-12-14,759
2020-12-15,520
2020-12-16,640
2020-12-17,673
2020-12-18,624
2020-12-19,652
2020-12-20,486
2020-12-21,529
2020-12-22,443
2020-12-23,517
2020-12-24,582
2020-12-25,512
2020-12-26,447
2020-12-27,424
2020-12-28,441
2020-12-29,382
2020-12-30,485
2020-12-31,690
2021-01-01,565
2021-01-02,607
2021-01-03,500
2021-01-04,539
2021-01-05,428
2021-01-06,625
2021-01-07,761
2021-01-08,617
2021-01-09,538
2021-01-10,507
2021-01-11,430
2021-01-12,446
2021-01-13,519
2021-01-14,536
2021-01-15,509
2021-01-16,584
2021-01-17,445
2021-01-18,301
2021-01-19,465
2021-01-20,500
2021-01-21,564
2021-01-22,508
2021-01-23,527
2021-01-24,471
2021-01-25,346
2021-01-26,406
2021-01-27,485
2021-01-28,546
2021-01-29,514
2021-01-30,408
2021-01-31,473
2021-02-01,277
2021-02-02,429
2021-02-03,414
2021-02-04,465
2021-02-05,471
2021-02-06,428
2021-02-07,465
2021-02-08,343
2021-02-09,435
2021-02-10,469
2021-02-11,449
2021-02-12,445
2021-02-13,452
2021-02-14,431
2021-02-15,348
2021-02-16,302
2021-02-17,427
2021-02-18,617
2021-02-19,508
2021-02-20,504
2021-02-21,475
2021-02-22,449
2021-02-23,595
2021-02-24,492
2021-02-25,432
2021-02-26,558
2021-02-27,569
2021-02-28,545
2021-03-01,475
2021-03-02,438
2021-03-03,542
2021-03-04,564
2021-03-05,634
2021-03-06,545
2021-03-07,532
2021-03-08,385
2021-03-09,550
2021-03-10,531
2021-03-11,569
2021-03-12,648
2021-03-13,555
2021-03-14,491
2021-03-15,460
2021-03-16,556
2021-03-17,498
2021-03-18,622
2021-03-19,737
2021-03-20,556
2021-03-21,598
2021-03-22,631
2021-03-23,682
2021-03-24,716
2021-03-25,800
2021-03-26,908
2021-03-27,936
2021-03-28,805
2021-03-29,777
2021-03-30,840
2021-03-31,1013
2021-04-01,832
2021-04-02,1074
2021-04-03,1077
2021-04-04,999
2021-04-05,890
2021-04-06,1068
2021-04-07,997
2021-04-08,1293
2021-04-09,1262
2021-04-10,1283
2021-04-11,1036
2021-04-12,970
2021-04-13,873
2021-04-14,1168
2021-04-15,1205
2021-04-16,1005
2021-04-17,1027
2021-04-18,933
2021-04-19,1000
2021-04-20,849
2021-04-21,862
2021-04-22,1006
2021-04-23,1001
2021-04-24,881
2021-04-25,847
2021-04-26,763
2021-04-27,799
2021-04-28,841
2021-04-29,853
2021-04-30,740
2021-05-01,835
2021-05-02,671
2021-05-03,668
2021-05-04,697
2021-05-05,572
2021-05-06,694
2021-05-07,722
2021-05-08,596
2021-05-09,605
2021-05-10,566
2021-05-11,515
2021-05-12,600
2021-05-13,587
2021-05-14,494
2021-05-15,443
2021-05-16,493
2021-05-17,424
2021-05-18,411
2021-05-19,521
2021-05-20,357
2021-05-21,420
2021-05-22,356
2021-05-23,325
2021-05-24,293
2021-05-25,289
2021-05-26,250
2021-05-27,378
2021-05-28,317
2021-05-29,258
2021-05-30,238
2021-05-31,212
2021-06-01,184
2021-06-02,194
2021-06-03,199
2021-06-04,183
2021-06-05,217
2021-06-06,131
2021-06-07,133
2021-06-08,165
2021-06-09,148
2021-06-10,153
2021-06-11,180
2021-06-12,96
2021-06-13,113
2021-06-14,68
2021-06-15,108
2021-06-16,113
2021-06-17,120
2021-06-18,108
2021-06-19,94
2021-06-20,90
2021-06-21,45
2021-06-22,53
2021-06-23,87
2021-06-24,75
2021-06-25,72
2021-06-26,57
2021-06-27,36
2021-06-28,38
2021-06-29,29
2021-06-30,43
2021-07-01,49
2021-07-02,35
2021-07-03,30
2021-07-04,37
2021-07-05,18
2021-07-06,7
2021-07-07,59
2021-07-08,59
2021-07-09,116
2021-07-10,46
2021-07-11,47
2021-07-12,30
2021-07-13,33
2021-07-14,41
2021-07-15,58
2021-07-16,45
2021-07-17,56
2021-07-18,60
2021-07-19,40
2021-07-20,76
2021-07-21,78
2021-07-22,89
2021-07-23,112
2021-07-24,94
2021-07-25,79
2021-07-26,94
2021-07-27,150
2021-07-28,185
2021-07-29,202
2021-07-30,243
2021-07-31,160
2021-08-01,196
2021-08-02,185
2021-08-03,201
2021-08-04,342
2021-08-05,402
2021-08-06,464
2021-08-07,422
2021-08-08,364
2021-08-09,293
2021-08-10,395
2021-08-11,536
2021-08-12,513
2021-08-13,717
2021-08-14,532
2021-08-15,441
2021-08-16,461
2021-08-17,501
2021-08-18,553
2021-08-19,689
2021-08-20,663
2021-08-21,724
2021-08-22,545
2021-08-23,442
2021-08-24,641
2021-08-25,698
2021-08-26,724
2021-08-27,867
2021-08-28,769
2021-08-29,581
2021-08-30,503
2021-08-31,655
2021-09-01,785
2021-09-02,801
2021-09-03,671
2021-09-04,658
2021-09-05,634
2021-09-06,563
2021-09-07,570
2021-09-08,814
2021-09-09,774
2021-09-10,820
2021-09-11,823
2021-09-12,641
2021-09-13,520
2021-09-14,677
2021-09-15,661
2021-09-16,706
2021-09-17,768
2021-09-18,644
2021-09-19,613
2021-09-20,442
2021-09-21,525
2021-09-22,759
2021-09-23,861
2021-09-24,743
2021-09-25,876
2021-09-26,657
2021-09-27,706
2021-09-28,652
2021-09-29,813
2021-09-30,735
2021-10-01,714
2021-10-02,617
2021-10-03,707
2021-10-04,662
2021-10-05,692
2021-10-06,752
2021-10-07,624
2021-10-08,743
2021-10-09,603
2021-10-10,634
2021-10-11,468
2021-10-12,385
2021-10-13,605
2021-10-14,580
2021-10-15,667
2021-10-16,753
2021-10-17,649
2021-10-18,443
2021-10-19,560
2021-10-20,696
2021-10-21,715
2021-10-22,649
2021-10-23,613
2021-10-24,529
2021-10-25,476
2021-10-26,457
2021-10-27,599
2021-10-28,758
2021-10-29,584
2021-10-30,568
2021-10-31,470
2021-11-01,332
2021-11-02,406
2021-11-03,430
2021-11-04,596
2021-11-05,549
2021-11-06,553
2021-11-07,462
2021-11-08,423
2021-11-09,500
2021-11-10,555
2021-11-11,519
2021-11-12,473
2021-11-13,502
2021-11-14,387
2021-11-15,381
2021-11-16,338
2021-11-17,324
2021-11-18,468
2021-11-19,486
2021-11-20,390
2021-11-21,332
2021-11-22,319
2021-11-23,335
2021-11-24,322
2021-11-25,424
2021-11-26,341
2021-11-27,388
2021-11-28,309
2021-11-29,272
2021-11-30,358
2021-12-01,386
2021-12-02,368
2021-12-03,404
2021-12-04,351
2021-12-05,311
2021-12-06,284
2021-12-07,326
2021-12-08,379
2021-12-09,341
2021-12-10,437
2021-12-11,415
2021-12-12,365
2021-12-13,349
2021-12-14,519
2021-12-15,584
2021-12-16,753
2021-12-17,787
2021-12-18,911
2021-12-19,832
2021-12-20,807
2021-12-21,1308
2021-12-22,1528
2021-12-23,2046
2021-12-24,2441
2021-12-25,2552
2021-12-26,2023
2021-12-27,1713
2021-12-28,1785
2021-12-29,2940
