Date,Number of Confirmed Cases
2020-09-09,1
2020-09-10,6
2020-09-11,12
2020-09-12,21
2020-09-13,17
2020-09-14,5
2020-09-15,10
2020-09-16,10
2020-09-17,6
2020-09-18,19
2020-09-19,11
2020-09-20,20
2020-09-21,7
2020-09-22,10
2020-09-23,6
2020-09-24,5
2020-09-25,11
2020-09-26,17
2020-09-27,15
2020-09-28,14
2020-09-29,7
2020-09-30,14
2020-10-01,14
2020-10-02,13
2020-10-03,14
2020-10-04,5
2020-10-05,9
2020-10-06,16
2020-10-07,10
2020-10-08,18
2020-10-09,22
2020-10-10,34
2020-10-11,24
2020-10-12,48
2020-10-13,34
2020-10-14,25
2020-10-15,33
2020-10-16,38
2020-10-17,36
2020-10-18,24
2020-10-19,66
2020-10-20,43
2020-10-21,57
2020-10-22,62
2020-10-23,33
2020-10-24,78
2020-10-25,60
2020-10-26,54
2020-10-27,58
2020-10-28,67
2020-10-29,82
2020-10-30,76
2020-10-31,78
2020-11-01,74
2020-11-02,74
2020-11-03,81
2020-11-04,35
2020-11-05,128
2020-11-06,87
2020-11-07,115
2020-11-08,159
2020-11-09,190
2020-11-10,127
2020-11-11,112
2020-11-12,111
2020-11-13,76
2020-11-14,307
2020-11-15,181
2020-11-16,181
2020-11-17,240
2020-11-18,131
2020-11-19,98
2020-11-20,153
2020-11-21,433
2020-11-22,236
2020-11-23,235
2020-11-24,175
2020-11-25,164
2020-11-26,315
2020-11-27,329
2020-11-28,197
2020-11-29,351
2020-11-30,325
2020-12-01,181
2020-12-02,237
2020-12-03,261
2020-12-04,283
2020-12-05,203
2020-12-06,409
2020-12-07,273
2020-12-08,185
2020-12-09,302
2020-12-10,324
2020-12-11,251
2020-12-12,274
2020-12-13,222
2020-12-14,267
2020-12-15,194
2020-12-16,162
2020-12-17,238
2020-12-18,245
2020-12-19,252
2020-12-20,226
2020-12-21,206
2020-12-22,182
2020-12-23,159
2020-12-24,154
2020-12-25,229
2020-12-26,132
2020-12-27,198
2020-12-28,94
2020-12-29,114
2020-12-30,138
2020-12-31,190
2021-01-01,285
2021-01-02,210
2021-01-03,236
2021-01-04,287
2021-01-05,153
2021-01-06,284
2021-01-07,335
2021-01-08,336
2021-01-09,332
2021-01-10,307
2021-01-11,412
2021-01-12,248
2021-01-13,247
2021-01-14,312
2021-01-15,382
2021-01-16,270
2021-01-17,287
2021-01-18,290
2021-01-19,309
2021-01-20,241
2021-01-21,226
2021-01-22,305
2021-01-23,274
2021-01-24,260
2021-01-25,239
2021-01-26,230
2021-01-27,148
2021-01-28,244
2021-01-29,328
2021-01-30,260
2021-01-31,238
2021-02-01,147
2021-02-02,225
2021-02-03,194
2021-02-04,250
2021-02-05,266
2021-02-06,263
2021-02-07,194
2021-02-08,171
2021-02-09,80
2021-02-10,189
2021-02-11,114
2021-02-12,188
2021-02-13,244
2021-02-14,161
2021-02-15,143
2021-02-16,136
2021-02-17,124
2021-02-18,146
2021-02-19,146
2021-02-20,193
2021-02-21,182
2021-02-22,177
2021-02-23,126
2021-02-24,57
2021-02-25,211
2021-02-26,153
2021-02-27,162
2021-02-28,141
2021-03-01,154
2021-03-02,137
2021-03-03,121
2021-03-04,161
2021-03-05,210
2021-03-06,163
2021-03-07,116
2021-03-08,96
2021-03-09,113
2021-03-10,110
2021-03-11,165
2021-03-12,176
2021-03-13,153
2021-03-14,95
2021-03-15,110
2021-03-16,156
2021-03-17,87
2021-03-18,115
2021-03-19,174
2021-03-20,200
2021-03-21,178
2021-03-22,204
2021-03-23,150
2021-03-24,187
2021-03-25,168
2021-03-26,213
2021-03-27,224
2021-03-28,248
2021-03-29,204
2021-03-30,164
2021-03-31,191
2021-04-01,199
2021-04-02,254
2021-04-03,280
2021-04-04,221
2021-04-05,219
2021-04-06,219
2021-04-07,189
2021-04-08,219
2021-04-09,357
2021-04-10,237
2021-04-11,320
2021-04-12,300
2021-04-13,288
2021-04-14,199
2021-04-15,303
2021-04-16,230
2021-04-17,247
2021-04-18,287
2021-04-19,244
2021-04-20,250
2021-04-21,231
2021-04-22,264
2021-04-23,250
2021-04-24,286
2021-04-25,249
2021-04-26,245
2021-04-27,224
2021-04-28,213
2021-04-29,210
2021-04-30,274
2021-05-01,262
2021-05-02,238
2021-05-03,219
2021-05-04,189
2021-05-05,214
2021-05-06,180
2021-05-07,295
2021-05-08,269
2021-05-09,177
2021-05-10,154
2021-05-11,195
2021-05-12,213
2021-05-13,229
2021-05-14,236
2021-05-15,196
2021-05-16,167
2021-05-17,181
2021-05-18,129
2021-05-19,141
2021-05-20,146
2021-05-21,182
2021-05-22,180
2021-05-23,115
2021-05-24,104
2021-05-25,111
2021-05-26,181
2021-05-27,162
2021-05-28,122
2021-05-29,179
2021-05-30,171
2021-05-31,113
2021-06-01,86
2021-06-02,132
2021-06-03,131
2021-06-04,89
2021-06-05,99
2021-06-06,74
2021-06-07,68
2021-06-08,90
2021-06-09,74
2021-06-10,92
2021-06-11,86
2021-06-12,106
2021-06-13,66
2021-06-14,55
2021-06-15,46
2021-06-16,83
2021-06-17,95
2021-06-18,107
2021-06-19,54
2021-06-20,60
2021-06-21,28
2021-06-22,34
2021-06-23,34
2021-06-24,53
2021-06-25,56
