Date,Number of Confirmed Cases
2020-08-20,383
2020-08-21,499
2020-08-22,257
2020-08-23,267
2020-08-24,750
2020-08-25,323
2020-08-26,448
2020-08-27,401
2020-08-28,492
2020-08-29,363
2020-08-30,267
2020-08-31,1008
2020-09-01,477
2020-09-02,498
2020-09-03,570
2020-09-04,631
2020-09-05,371
2020-09-06,400
2020-09-07,247
2020-09-08,1606
2020-09-09,546
2020-09-10,630
2020-09-11,702
2020-09-12,515
2020-09-13,518
2020-09-14,1351
2020-09-15,793
2020-09-16,944
2020-09-17,1120
2020-09-18,1044
2020-09-19,863
2020-09-20,875
2020-09-21,1766
2020-09-22,1248
2020-09-23,1090
2020-09-24,1341
2020-09-25,1362
2020-09-26,1215
2020-09-27,1454
2020-09-28,2176
2020-09-29,1660
2020-09-30,1797
2020-10-01,1777
2020-10-02,2124
2020-10-03,1812
2020-10-04,1685
2020-10-05,2804
2020-10-06,2363
2020-10-07,1800
2020-10-08,2436
2020-10-09,2558
2020-10-10,2062
2020-10-11,1685
2020-10-12,975
2020-10-13,4042
2020-10-14,2506
2020-10-15,2345
2020-10-16,2374
2020-10-17,2215
2020-10-18,1827
2020-10-19,3289
2020-10-20,2251
2020-10-21,2672
2020-10-22,2788
2020-10-23,2584
2020-10-24,2227
2020-10-25,2145
2020-10-26,4109
2020-10-27,2674
2020-10-28,2699
2020-10-29,2956
2020-10-30,3457
2020-10-31,3445
2020-11-01,3244
2020-11-02,3273
2020-11-03,2974
2020-11-04,3283
2020-11-05,3922
2020-11-06,3669
2020-11-07,4246
2020-11-08,4594
2020-11-09,4086
2020-11-10,4302
2020-11-11,4559
2020-11-12,4981
2020-11-13,4741
2020-11-14,5267
2020-11-15,4805
2020-11-16,4802
2020-11-17,4276
2020-11-18,4641
2020-11-19,4642
2020-11-20,4968
2020-11-21,5705
2020-11-22,5418
2020-11-23,5713
2020-11-24,4889
2020-11-25,5022
2020-11-26,5631
2020-11-27,5967
2020-11-28,6496
2020-11-29,6476
2020-11-30,6103
2020-12-01,5329
2020-12-02,6307
2020-12-03,6493
2020-12-04,6300
2020-12-05,6999
2020-12-06,6987
2020-12-07,6499
2020-12-08,5981
2020-12-09,6295
2020-12-10,6739
2020-12-11,6771
2020-12-12,6710
2020-12-13,6580
2020-12-14,6731
2020-12-15,6352
2020-12-16,6416
2020-12-17,7008
2020-12-18,6707
2020-12-19,6895
2020-12-20,6693
2020-12-21,6381
2020-12-22,6196
2020-12-23,6845
2020-12-24,6796
2020-12-25,4092
2020-12-26,8129
2020-12-27,5903
2020-12-28,5790
2020-12-29,6441
2020-12-30,7477
2020-12-31,8446
2021-01-01,7512
2021-01-02,7437
2021-01-03,7137
2021-01-04,7911
2021-01-05,7447
2021-01-06,8372
2021-01-07,8340
2021-01-08,8766
2021-01-09,8665
2021-01-10,8320
2021-01-11,6849
2021-01-12,6287
2021-01-13,6860
2021-01-14,7565
2021-01-15,6809
2021-01-16,7063
2021-01-17,7080
2021-01-18,5225
2021-01-19,4679
2021-01-20,5744
2021-01-21,5955
2021-01-22,5957
2021-01-23,5651
2021-01-24,5323
2021-01-25,4630
2021-01-26,4011
2021-01-27,4204
2021-01-28,4877
2021-01-29,4690
2021-01-30,4663
2021-01-31,4397
2021-02-01,3736
2021-02-02,2828
2021-02-03,3234
2021-02-04,4083
2021-02-05,4022
2021-02-06,3729
2021-02-07,3668
2021-02-08,2967
2021-02-09,2677
2021-02-10,3185
2021-02-11,3181
2021-02-12,3143
2021-02-13,3499
2021-02-14,2862
2021-02-15,2522
2021-02-16,2387
2021-02-17,2605
2021-02-18,3314
2021-02-19,3091
2021-02-20,3219
2021-02-21,2825
2021-02-22,2878
2021-02-23,2790
2021-02-24,2896
2021-02-25,3134
2021-02-26,3219
2021-02-27,3295
2021-02-28,2852
2021-03-01,2596
2021-03-02,2457
2021-03-03,2812
2021-03-04,2832
2021-03-05,3363
2021-03-06,2876
2021-03-07,3025
2021-03-08,3037
2021-03-09,2820
2021-03-10,3223
2021-03-11,3022
2021-03-12,3459
2021-03-13,3539
2021-03-14,3445
2021-03-15,2846
2021-03-16,2819
2021-03-17,3384
2021-03-18,3599
2021-03-19,4214
2021-03-20,4010
2021-03-21,3866
2021-03-22,3775
2021-03-23,3606
2021-03-24,4041
2021-03-25,5200
2021-03-26,5095
2021-03-27,5364
2021-03-28,5126
2021-03-29,4574
2021-03-30,4878
2021-03-31,5513
2021-04-01,5805
2021-04-02,6921
2021-04-03,6822
2021-04-04,6448
2021-04-05,6267
2021-04-06,6520
2021-04-07,7146
2021-04-08,7995
2021-04-09,9243
2021-04-10,8542
2021-04-11,8656
2021-04-12,8539
2021-04-13,7542
2021-04-14,8598
2021-04-15,9570
2021-04-16,9341
2021-04-17,8867
2021-04-18,8524
2021-04-19,8311
2021-04-20,7275
2021-04-21,8419
2021-04-22,8381
2021-04-23,8738
2021-04-24,8305
2021-04-25,7829
2021-04-26,7203
2021-04-27,7069
2021-04-28,7749
2021-04-29,8343
2021-04-30,8340
2021-05-01,8450
2021-05-02,7828
2021-05-03,7565
2021-05-04,6688
2021-05-05,7390
2021-05-06,8001
2021-05-07,7826
2021-05-08,7398
2021-05-09,7297
2021-05-10,6338
2021-05-11,5382
2021-05-12,6212
2021-05-13,6619
2021-05-14,6000
2021-05-15,5710
2021-05-16,5396
2021-05-17,4588
2021-05-18,4034
2021-05-19,4247
2021-05-20,5052
2021-05-21,4682
2021-05-22,4000
2021-05-23,3738
2021-05-24,3151
2021-05-25,2502
2021-05-26,2592
2021-05-27,2965
2021-05-28,3204
2021-05-29,2718
2021-05-30,2473
2021-05-31,2109
2021-06-01,1638
2021-06-02,2062
2021-06-03,2169
2021-06-04,2060
2021-06-05,1887
2021-06-06,1521
2021-06-07,1232
2021-06-08,1268
2021-06-09,1403
2021-06-10,1479
2021-06-11,1425
2021-06-12,1385
2021-06-13,1233
2021-06-14,949
2021-06-15,807
2021-06-16,1048
2021-06-17,1107
2021-06-18,1012
2021-06-19,959
2021-06-20,802
2021-06-21,560
2021-06-22,621
2021-06-23,725
2021-06-24,708
2021-06-25,668
2021-06-26,668
2021-06-27,505
2021-06-28,660
2021-06-29,602
2021-06-30,548
2021-07-01,604
2021-07-02,428
2021-07-03,416
2021-07-04,524
2021-07-05,379
2021-07-06,438
2021-07-07,554
2021-07-08,567
2021-07-09,770
2021-07-10,391
2021-07-11,475
2021-07-12,272
2021-07-13,336
2021-07-14,381
2021-07-15,425
2021-07-16,397
2021-07-17,380
2021-07-18,498
2021-07-19,265
2021-07-20,339
2021-07-21,400
2021-07-22,570
2021-07-23,618
2021-07-24,517
2021-07-25,675
2021-07-26,436
2021-07-27,578
2021-07-28,765
2021-07-29,894
2021-07-30,907
2021-07-31,769
2021-08-01,1086
2021-08-02,701
2021-08-03,737
2021-08-04,958
2021-08-05,1447
2021-08-06,1520
2021-08-07,1367
2021-08-08,1810
2021-08-09,1209
2021-08-10,1346
2021-08-11,1861
2021-08-12,2141
2021-08-13,2416
2021-08-14,2259
2021-08-15,1885
2021-08-16,1979
2021-08-17,1780
2021-08-18,2418
2021-08-19,2732
2021-08-20,2962
2021-08-21,2878
2021-08-22,2843
2021-08-23,2058
2021-08-24,2333
2021-08-25,3326
2021-08-26,3364
2021-08-27,3768
2021-08-28,3918
2021-08-29,3167
2021-08-30,2735
2021-08-31,2909
2021-09-01,3838
2021-09-02,4048
2021-09-03,4161
2021-09-04,4023
2021-09-05,4134
2021-09-06,2958
2021-09-07,3319
2021-09-08,3641
2021-09-09,4178
2021-09-10,4628
2021-09-11,4861
2021-09-12,4225
2021-09-13,3897
2021-09-14,4044
2021-09-15,4283
2021-09-16,4689
2021-09-17,5094
2021-09-18,4536
2021-09-19,4335
2021-09-20,3857
2021-09-21,3818
2021-09-22,3852
2021-09-23,4618
2021-09-24,4605
2021-09-25,4952
2021-09-26,4333
2021-09-27,4279
2021-09-28,3488
2021-09-29,4278
2021-09-30,4588
2021-10-01,4417
2021-10-02,4427
2021-10-03,3634
2021-10-04,3403
2021-10-05,2814
2021-10-06,3716
2021-10-07,4100
2021-10-08,4128
2021-10-09,3701
2021-10-10,3530
2021-10-11,2657
2021-10-12,2323
2021-10-13,2640
2021-10-14,3193
2021-10-15,3438
2021-10-16,3347
2021-10-17,2894
2021-10-18,2272
2021-10-19,2257
2021-10-20,2642
2021-10-21,2894
2021-10-22,2762
2021-10-23,2551
2021-10-24,2280
2021-10-25,1856
2021-10-26,1773
2021-10-27,2496
2021-10-28,2666
2021-10-29,2592
2021-10-30,2375
2021-10-31,2056
2021-11-01,1912
